Image_name,Sample_name,Bulk_sample_name
TCGA-86-A4P8-01A-01-TSA.24B363A7-C783-4351-AF50-FB0F09BFD014.svs,TCGA-86-A4P8-01A-01-TSA,e0e9a0df-7052-4d42-b3fd-10ee23ceae62
